Date,ZoneID,AvgTemperature,Humidity,SpecialEvent,EnergyConsumption,Month,DayOfWeek,IsWeekend,Quarter,DayOfYear,ZoneEncoded,ZoneLabel
2023-02-23,Z5_Airport,8.02,59.65,0,39091.4,2,3,0,1,54,4,Z5_Airport
2023-02-24,Z1_Downtown,6.87,75.06,0,19348.9,2,4,0,1,55,0,Z1_Downtown
2023-02-24,Z2_Industrial,6.87,75.06,0,47422.0,2,4,0,1,55,1,Z2_Industrial
2023-02-24,Z3_Residential,6.87,75.06,0,16012.2,2,4,0,1,55,2,Z3_Residential
2023-02-24,Z4_Commercial,6.87,75.06,0,24569.6,2,4,0,1,55,3,Z4_Commercial
2023-02-24,Z5_Airport,6.87,75.06,0,37712.7,2,4,0,1,55,4,Z5_Airport
2023-02-25,Z1_Downtown,8.22,74.45,0,17629.0,2,5,1,1,56,0,Z1_Downtown
2023-02-25,Z2_Industrial,8.22,74.45,0,39814.3,2,5,1,1,56,1,Z2_Industrial
2023-02-25,Z3_Residential,8.22,74.45,0,14587.2,2,5,1,1,56,2,Z3_Residential
2023-02-25,Z4_Commercial,8.22,74.45,0,21163.1,2,5,1,1,56,3,Z4_Commercial
2023-02-25,Z5_Airport,8.22,74.45,0,31472.1,2,5,1,1,56,4,Z5_Airport
2023-02-26,Z1_Downtown,13.57,68.13,0,16763.5,2,6,1,1,57,0,Z1_Downtown
2023-02-26,Z2_Industrial,13.57,68.13,0,38701.2,2,6,1,1,57,1,Z2_Industrial
2023-02-26,Z3_Residential,13.57,68.13,0,12661.5,2,6,1,1,57,2,Z3_Residential
2023-02-26,Z4_Commercial,13.57,68.13,0,21558.3,2,6,1,1,57,3,Z4_Commercial
2023-02-26,Z5_Airport,13.57,68.13,0,35161.1,2,6,1,1,57,4,Z5_Airport
2023-02-27,Z1_Downtown,10.77,71.83,0,19283.9,2,0,0,1,58,0,Z1_Downtown
2023-02-27,Z2_Industrial,10.77,71.83,0,46319.9,2,0,0,1,58,1,Z2_Industrial
2023-02-27,Z3_Residential,10.77,71.83,0,15182.6,2,0,0,1,58,2,Z3_Residential
2023-02-27,Z4_Commercial,10.77,71.83,0,24382.8,2,0,0,1,58,3,Z4_Commercial
2023-02-27,Z5_Airport,10.77,71.83,0,37738.8,2,0,0,1,58,4,Z5_Airport
2023-02-28,Z1_Downtown,5.99,53.72,0,19342.7,2,1,0,1,59,0,Z1_Downtown
2023-02-28,Z2_Industrial,5.99,53.72,0,45399.4,2,1,0,1,59,1,Z2_Industrial
2023-02-28,Z3_Residential,5.99,53.72,0,15397.7,2,1,0,1,59,2,Z3_Residential
2023-02-28,Z4_Commercial,5.99,53.72,0,24717.9,2,1,0,1,59,3,Z4_Commercial
2023-02-28,Z5_Airport,5.99,53.72,0,37559.7,2,1,0,1,59,4,Z5_Airport
2023-03-01,Z1_Downtown,11.99,66.81,0,19493.2,3,2,0,1,60,0,Z1_Downtown
2023-03-01,Z2_Industrial,11.99,66.81,0,46532.4,3,2,0,1,60,1,Z2_Industrial
2023-03-01,Z3_Residential,11.99,66.81,0,14423.8,3,2,0,1,60,2,Z3_Residential
2023-03-01,Z4_Commercial,11.99,66.81,0,24443.5,3,2,0,1,60,3,Z4_Commercial
2023-03-01,Z5_Airport,11.99,66.81,0,37250.6,3,2,0,1,60,4,Z5_Airport
2023-03-02,Z1_Downtown,11.16,90.6,0,21218.3,3,3,0,1,61,0,Z1_Downtown
2023-03-02,Z2_Industrial,11.16,90.6,0,46345.7,3,3,0,1,61,1,Z2_Industrial
2023-03-02,Z3_Residential,11.16,90.6,0,16824.4,3,3,0,1,61,2,Z3_Residential
2023-03-02,Z4_Commercial,11.16,90.6,0,25018.0,3,3,0,1,61,3,Z4_Commercial
2023-03-02,Z5_Airport,11.16,90.6,0,38756.6,3,3,0,1,61,4,Z5_Airport
2023-03-03,Z1_Downtown,9.0,73.02,0,20359.8,3,4,0,1,62,0,Z1_Downtown
2023-03-03,Z2_Industrial,9.0,73.02,0,47465.3,3,4,0,1,62,1,Z2_Industrial
2023-03-03,Z3_Residential,9.0,73.02,0,15772.8,3,4,0,1,62,2,Z3_Residential
2023-03-03,Z4_Commercial,9.0,73.02,0,24311.5,3,4,0,1,62,3,Z4_Commercial
2023-03-03,Z5_Airport,9.0,73.02,0,39312.6,3,4,0,1,62,4,Z5_Airport
2023-03-04,Z1_Downtown,10.61,76.81,0,17077.8,3,5,1,1,63,0,Z1_Downtown
2023-03-04,Z2_Industrial,10.61,76.81,0,36541.9,3,5,1,1,63,1,Z2_Industrial
2023-03-04,Z3_Residential,10.61,76.81,0,13284.3,3,5,1,1,63,2,Z3_Residential
2023-03-04,Z4_Commercial,10.61,76.81,0,22048.9,3,5,1,1,63,3,Z4_Commercial
2023-03-04,Z5_Airport,10.61,76.81,0,34092.1,3,5,1,1,63,4,Z5_Airport
2023-03-05,Z1_Downtown,9.58,57.06,0,16299.5,3,6,1,1,64,0,Z1_Downtown
2023-03-05,Z2_Industrial,9.58,57.06,0,42164.1,3,6,1,1,64,1,Z2_Industrial
2023-03-05,Z3_Residential,9.58,57.06,0,12605.7,3,6,1,1,64,2,Z3_Residential
2023-03-05,Z4_Commercial,9.58,57.06,0,19946.9,3,6,1,1,64,3,Z4_Commercial
2023-03-05,Z5_Airport,9.58,57.06,0,33357.2,3,6,1,1,64,4,Z5_Airport
2023-03-06,Z1_Downtown,7.25,66.45,0,19901.2,3,0,0,1,65,0,Z1_Downtown
2023-03-06,Z2_Industrial,7.25,66.45,0,47041.4,3,0,0,1,65,1,Z2_Industrial
2023-03-06,Z3_Residential,7.25,66.45,0,15589.6,3,0,0,1,65,2,Z3_Residential
2023-03-06,Z4_Commercial,7.25,66.45,0,24875.7,3,0,0,1,65,3,Z4_Commercial
2023-03-06,Z5_Airport,7.25,66.45,0,37999.4,3,0,0,1,65,4,Z5_Airport
2023-03-07,Z1_Downtown,14.83,81.61,0,19165.6,3,1,0,1,66,0,Z1_Downtown
2023-03-07,Z2_Industrial,14.83,81.61,0,47625.8,3,1,0,1,66,1,Z2_Industrial
2023-03-07,Z3_Residential,14.83,81.61,0,15094.2,3,1,0,1,66,2,Z3_Residential
2023-03-07,Z4_Commercial,14.83,81.61,0,24982.7,3,1,0,1,66,3,Z4_Commercial
2023-03-07,Z5_Airport,14.83,81.61,0,38128.2,3,1,0,1,66,4,Z5_Airport
2023-03-08,Z1_Downtown,16.7,69.38,0,19775.9,3,2,0,1,67,0,Z1_Downtown
2023-03-08,Z2_Industrial,16.7,69.38,0,44977.1,3,2,0,1,67,1,Z2_Industrial
2023-03-08,Z3_Residential,16.7,69.38,0,13471.2,3,2,0,1,67,2,Z3_Residential
2023-03-08,Z4_Commercial,16.7,69.38,0,22867.7,3,2,0,1,67,3,Z4_Commercial
2023-03-08,Z5_Airport,16.7,69.38,0,38871.3,3,2,0,1,67,4,Z5_Airport
2023-03-09,Z1_Downtown,7.84,73.18,0,20765.9,3,3,0,1,68,0,Z1_Downtown
2023-03-09,Z2_Industrial,7.84,73.18,0,42840.8,3,3,0,1,68,1,Z2_Industrial
2023-03-09,Z3_Residential,7.84,73.18,0,15602.6,3,3,0,1,68,2,Z3_Residential
2023-03-09,Z4_Commercial,7.84,73.18,0,23569.5,3,3,0,1,68,3,Z4_Commercial
2023-03-09,Z5_Airport,7.84,73.18,0,37913.7,3,3,0,1,68,4,Z5_Airport
2023-03-10,Z1_Downtown,13.48,66.39,0,19111.5,3,4,0,1,69,0,Z1_Downtown
2023-03-10,Z2_Industrial,13.48,66.39,0,45873.3,3,4,0,1,69,1,Z2_Industrial
2023-03-10,Z3_Residential,13.48,66.39,0,13851.2,3,4,0,1,69,2,Z3_Residential
2023-03-10,Z4_Commercial,13.48,66.39,0,23963.4,3,4,0,1,69,3,Z4_Commercial
2023-03-10,Z5_Airport,13.48,66.39,0,39227.1,3,4,0,1,69,4,Z5_Airport
2023-03-11,Z1_Downtown,14.1,72.02,0,17747.9,3,5,1,1,70,0,Z1_Downtown
2023-03-11,Z2_Industrial,14.1,72.02,0,38806.9,3,5,1,1,70,1,Z2_Industrial
2023-03-11,Z3_Residential,14.1,72.02,0,12631.3,3,5,1,1,70,2,Z3_Residential
2023-03-11,Z4_Commercial,14.1,72.02,0,19888.8,3,5,1,1,70,3,Z4_Commercial
2023-03-11,Z5_Airport,14.1,72.02,0,31648.6,3,5,1,1,70,4,Z5_Airport
2023-03-12,Z1_Downtown,9.41,60.2,0,16918.9,3,6,1,1,71,0,Z1_Downtown
2023-03-12,Z2_Industrial,9.41,60.2,0,39038.2,3,6,1,1,71,1,Z2_Industrial
2023-03-12,Z3_Residential,9.41,60.2,0,12457.8,3,6,1,1,71,2,Z3_Residential
2023-03-12,Z4_Commercial,9.41,60.2,0,21092.1,3,6,1,1,71,3,Z4_Commercial
2023-03-12,Z5_Airport,9.41,60.2,0,33725.3,3,6,1,1,71,4,Z5_Airport
2023-03-13,Z1_Downtown,12.87,61.84,0,19190.1,3,0,0,1,72,0,Z1_Downtown
2023-03-13,Z2_Industrial,12.87,61.84,0,43589.3,3,0,0,1,72,1,Z2_Industrial
2023-03-13,Z3_Residential,12.87,61.84,0,13947.7,3,0,0,1,72,2,Z3_Residential
2023-03-13,Z4_Commercial,12.87,61.84,0,23533.7,3,0,0,1,72,3,Z4_Commercial
2023-03-13,Z5_Airport,12.87,61.84,0,37408.2,3,0,0,1,72,4,Z5_Airport
2023-03-14,Z1_Downtown,14.13,55.16,0,19345.2,3,1,0,1,73,0,Z1_Downtown
2023-03-14,Z2_Industrial,14.13,55.16,0,44994.8,3,1,0,1,73,1,Z2_Industrial
2023-03-14,Z3_Residential,14.13,55.16,0,13318.6,3,1,0,1,73,2,Z3_Residential
2023-03-14,Z4_Commercial,14.13,55.16,0,21248.6,3,1,0,1,73,3,Z4_Commercial
2023-03-14,Z5_Airport,14.13,55.16,0,36952.9,3,1,0,1,73,4,Z5_Airport
2023-03-15,Z1_Downtown,12.88,57.97,0,20011.5,3,2,0,1,74,0,Z1_Downtown
2023-03-15,Z2_Industrial,12.88,57.97,0,43878.1,3,2,0,1,74,1,Z2_Industrial
2023-03-15,Z3_Residential,12.88,57.97,0,13359.8,3,2,0,1,74,2,Z3_Residential
2023-03-15,Z4_Commercial,12.88,57.97,0,23321.7,3,2,0,1,74,3,Z4_Commercial
2023-03-15,Z5_Airport,12.88,57.97,0,40212.1,3,2,0,1,74,4,Z5_Airport
2023-03-16,Z1_Downtown,10.3,68.28,0,18763.2,3,3,0,1,75,0,Z1_Downtown
2023-03-16,Z2_Industrial,10.3,68.28,0,44098.1,3,3,0,1,75,1,Z2_Industrial
2023-03-16,Z3_Residential,10.3,68.28,0,14849.8,3,3,0,1,75,2,Z3_Residential
2023-03-16,Z4_Commercial,10.3,68.28,0,23725.3,3,3,0,1,75,3,Z4_Commercial
2023-03-16,Z5_Airport,10.3,68.28,0,39585.5,3,3,0,1,75,4,Z5_Airport
2023-03-17,Z1_Downtown,14.9,51.83,0,18133.5,3,4,0,1,76,0,Z1_Downtown
2023-03-17,Z2_Industrial,14.9,51.83,0,46943.2,3,4,0,1,76,1,Z2_Industrial
2023-03-17,Z3_Residential,14.9,51.83,0,12540.8,3,4,0,1,76,2,Z3_Residential
2023-03-17,Z4_Commercial,14.9,51.83,0,22136.5,3,4,0,1,76,3,Z4_Commercial
2023-03-17,Z5_Airport,14.9,51.83,0,38799.4,3,4,0,1,76,4,Z5_Airport
2023-03-18,Z1_Downtown,16.67,69.36,0,16524.6,3,5,1,1,77,0,Z1_Downtown
2023-03-18,Z2_Industrial,16.67,69.36,0,37320.7,3,5,1,1,77,1,Z2_Industrial
2023-03-18,Z3_Residential,16.67,69.36,0,12099.6,3,5,1,1,77,2,Z3_Residential
2023-03-18,Z4_Commercial,16.67,69.36,0,18927.9,3,5,1,1,77,3,Z4_Commercial
2023-03-18,Z5_Airport,16.67,69.36,0,33165.7,3,5,1,1,77,4,Z5_Airport
2023-03-19,Z1_Downtown,12.17,55.26,0,16340.6,3,6,1,1,78,0,Z1_Downtown
2023-03-19,Z2_Industrial,12.17,55.26,0,37876.2,3,6,1,1,78,1,Z2_Industrial
2023-03-19,Z3_Residential,12.17,55.26,0,12309.4,3,6,1,1,78,2,Z3_Residential
2023-03-19,Z4_Commercial,12.17,55.26,0,19546.9,3,6,1,1,78,3,Z4_Commercial
2023-03-19,Z5_Airport,12.17,55.26,0,32707.1,3,6,1,1,78,4,Z5_Airport
2023-03-20,Z1_Downtown,15.6,60.3,1,20911.9,3,0,0,1,79,0,Z1_Downtown
2023-03-20,Z2_Industrial,15.6,60.3,1,47794.3,3,0,0,1,79,1,Z2_Industrial
2023-03-20,Z3_Residential,15.6,60.3,1,17294.6,3,0,0,1,79,2,Z3_Residential
2023-03-20,Z4_Commercial,15.6,60.3,1,27188.2,3,0,0,1,79,3,Z4_Commercial
2023-03-20,Z5_Airport,15.6,60.3,1,39523.9,3,0,0,1,79,4,Z5_Airport
2023-03-21,Z1_Downtown,19.83,85.39,0,18589.8,3,1,0,1,80,0,Z1_Downtown
2023-03-21,Z2_Industrial,19.83,85.39,0,45398.7,3,1,0,1,80,1,Z2_Industrial
2023-03-21,Z3_Residential,19.83,85.39,0,15095.1,3,1,0,1,80,2,Z3_Residential
2023-03-21,Z4_Commercial,19.83,85.39,0,23919.3,3,1,0,1,80,3,Z4_Commercial
2023-03-21,Z5_Airport,19.83,85.39,0,37353.3,3,1,0,1,80,4,Z5_Airport
2023-03-22,Z1_Downtown,16.95,68.94,0,19261.7,3,2,0,1,81,0,Z1_Downtown
2023-03-22,Z2_Industrial,16.95,68.94,0,48213.2,3,2,0,1,81,1,Z2_Industrial
2023-03-22,Z3_Residential,16.95,68.94,0,13787.9,3,2,0,1,81,2,Z3_Residential
2023-03-22,Z4_Commercial,16.95,68.94,0,22882.5,3,2,0,1,81,3,Z4_Commercial
2023-03-22,Z5_Airport,16.95,68.94,0,38174.9,3,2,0,1,81,4,Z5_Airport
2023-03-23,Z1_Downtown,17.26,50.64,0,17903.6,3,3,0,1,82,0,Z1_Downtown
2023-03-23,Z2_Industrial,17.26,50.64,0,47551.8,3,3,0,1,82,1,Z2_Industrial
2023-03-23,Z3_Residential,17.26,50.64,0,12136.6,3,3,0,1,82,2,Z3_Residential
2023-03-23,Z4_Commercial,17.26,50.64,0,23243.9,3,3,0,1,82,3,Z4_Commercial
2023-03-23,Z5_Airport,17.26,50.64,0,36788.4,3,3,0,1,82,4,Z5_Airport
2023-03-24,Z1_Downtown,17.38,66.78,0,18841.3,3,4,0,1,83,0,Z1_Downtown
2023-03-24,Z2_Industrial,17.38,66.78,0,47009.6,3,4,0,1,83,1,Z2_Industrial
2023-03-24,Z3_Residential,17.38,66.78,0,13349.7,3,4,0,1,83,2,Z3_Residential
2023-03-24,Z4_Commercial,17.38,66.78,0,21815.2,3,4,0,1,83,3,Z4_Commercial
2023-03-24,Z5_Airport,17.38,66.78,0,38262.6,3,4,0,1,83,4,Z5_Airport
2023-03-25,Z1_Downtown,13.12,61.23,0,15413.9,3,5,1,1,84,0,Z1_Downtown
2023-03-25,Z2_Industrial,13.12,61.23,0,36586.3,3,5,1,1,84,1,Z2_Industrial
2023-03-25,Z3_Residential,13.12,61.23,0,12248.2,3,5,1,1,84,2,Z3_Residential
2023-03-25,Z4_Commercial,13.12,61.23,0,19648.7,3,5,1,1,84,3,Z4_Commercial
2023-03-25,Z5_Airport,13.12,61.23,0,29788.7,3,5,1,1,84,4,Z5_Airport
2023-03-26,Z1_Downtown,18.39,65.89,0,15270.8,3,6,1,1,85,0,Z1_Downtown
2023-03-26,Z2_Industrial,18.39,65.89,0,39719.3,3,6,1,1,85,1,Z2_Industrial
2023-03-26,Z3_Residential,18.39,65.89,0,11674.1,3,6,1,1,85,2,Z3_Residential
2023-03-26,Z4_Commercial,18.39,65.89,0,21124.9,3,6,1,1,85,3,Z4_Commercial
2023-03-26,Z5_Airport,18.39,65.89,0,33036.7,3,6,1,1,85,4,Z5_Airport
2023-03-27,Z1_Downtown,17.4,62.12,0,18894.2,3,0,0,1,86,0,Z1_Downtown
2023-03-27,Z2_Industrial,17.4,62.12,0,46968.2,3,0,0,1,86,1,Z2_Industrial
2023-03-27,Z3_Residential,17.4,62.12,0,12901.7,3,0,0,1,86,2,Z3_Residential
2023-03-27,Z4_Commercial,17.4,62.12,0,22408.5,3,0,0,1,86,3,Z4_Commercial
2023-03-27,Z5_Airport,17.4,62.12,0,37665.6,3,0,0,1,86,4,Z5_Airport
2023-03-28,Z1_Downtown,18.81,75.18,0,18875.8,3,1,0,1,87,0,Z1_Downtown
2023-03-28,Z2_Industrial,18.81,75.18,0,45976.6,3,1,0,1,87,1,Z2_Industrial
2023-03-28,Z3_Residential,18.81,75.18,0,14089.2,3,1,0,1,87,2,Z3_Residential
2023-03-28,Z4_Commercial,18.81,75.18,0,24009.8,3,1,0,1,87,3,Z4_Commercial
2023-03-28,Z5_Airport,18.81,75.18,0,35851.5,3,1,0,1,87,4,Z5_Airport
2023-03-29,Z1_Downtown,14.17,56.68,0,18206.8,3,2,0,1,88,0,Z1_Downtown
2023-03-29,Z2_Industrial,14.17,56.68,0,44128.1,3,2,0,1,88,1,Z2_Industrial
2023-03-29,Z3_Residential,14.17,56.68,0,13228.7,3,2,0,1,88,2,Z3_Residential
2023-03-29,Z4_Commercial,14.17,56.68,0,23643.5,3,2,0,1,88,3,Z4_Commercial
2023-03-29,Z5_Airport,14.17,56.68,0,38012.5,3,2,0,1,88,4,Z5_Airport
2023-03-30,Z1_Downtown,13.76,62.23,1,20971.1,3,3,0,1,89,0,Z1_Downtown
2023-03-30,Z2_Industrial,13.76,62.23,1,47269.8,3,3,0,1,89,1,Z2_Industrial
2023-03-30,Z3_Residential,13.76,62.23,1,17527.6,3,3,0,1,89,2,Z3_Residential
2023-03-30,Z4_Commercial,13.76,62.23,1,28101.4,3,3,0,1,89,3,Z4_Commercial
2023-03-30,Z5_Airport,13.76,62.23,1,43133.6,3,3,0,1,89,4,Z5_Airport
2023-03-31,Z1_Downtown,17.01,68.04,0,18833.5,3,4,0,1,90,0,Z1_Downtown
2023-03-31,Z2_Industrial,17.01,68.04,0,45135.6,3,4,0,1,90,1,Z2_Industrial
2023-03-31,Z3_Residential,17.01,68.04,0,13202.9,3,4,0,1,90,2,Z3_Residential
2023-03-31,Z4_Commercial,17.01,68.04,0,22018.1,3,4,0,1,90,3,Z4_Commercial
2023-03-31,Z5_Airport,17.01,68.04,0,39101.7,3,4,0,1,90,4,Z5_Airport
2023-04-01,Z1_Downtown,16.21,54.0,0,16284.4,4,5,1,2,91,0,Z1_Downtown
2023-04-01,Z2_Industrial,16.21,54.0,0,35358.6,4,5,1,2,91,1,Z2_Industrial
2023-04-01,Z3_Residential,16.21,54.0,0,10339.9,4,5,1,2,91,2,Z3_Residential
2023-04-01,Z4_Commercial,16.21,54.0,0,18559.9,4,5,1,2,91,3,Z4_Commercial
2023-04-01,Z5_Airport,16.21,54.0,0,34115.4,4,5,1,2,91,4,Z5_Airport
2023-04-02,Z1_Downtown,18.31,68.06,1,17955.0,4,6,1,2,92,0,Z1_Downtown
2023-04-02,Z2_Industrial,18.31,68.06,1,42234.3,4,6,1,2,92,1,Z2_Industrial
2023-04-02,Z3_Residential,18.31,68.06,1,15227.7,4,6,1,2,92,2,Z3_Residential
2023-04-02,Z4_Commercial,18.31,68.06,1,25011.6,4,6,1,2,92,3,Z4_Commercial
2023-04-02,Z5_Airport,18.31,68.06,1,36372.4,4,6,1,2,92,4,Z5_Airport
2023-04-03,Z1_Downtown,18.5,62.94,0,19012.9,4,0,0,2,93,0,Z1_Downtown
2023-04-03,Z2_Industrial,18.5,62.94,0,43101.7,4,0,0,2,93,1,Z2_Industrial
2023-04-03,Z3_Residential,18.5,62.94,0,12325.4,4,0,0,2,93,2,Z3_Residential
2023-04-03,Z4_Commercial,18.5,62.94,0,23382.6,4,0,0,2,93,3,Z4_Commercial
2023-04-03,Z5_Airport,18.5,62.94,0,39572.9,4,0,0,2,93,4,Z5_Airport
2023-04-04,Z1_Downtown,14.8,46.54,1,21248.0,4,1,0,2,94,0,Z1_Downtown
2023-04-04,Z2_Industrial,14.8,46.54,1,50549.4,4,1,0,2,94,1,Z2_Industrial
2023-04-04,Z3_Residential,14.8,46.54,1,16048.7,4,1,0,2,94,2,Z3_Residential
2023-04-04,Z4_Commercial,14.8,46.54,1,27061.4,4,1,0,2,94,3,Z4_Commercial
2023-04-04,Z5_Airport,14.8,46.54,1,41089.8,4,1,0,2,94,4,Z5_Airport
2023-04-05,Z1_Downtown,18.1,58.78,0,19469.2,4,2,0,2,95,0,Z1_Downtown
2023-04-05,Z2_Industrial,18.1,58.78,0,47591.4,4,2,0,2,95,1,Z2_Industrial
2023-04-05,Z3_Residential,18.1,58.78,0,13130.7,4,2,0,2,95,2,Z3_Residential
2023-04-05,Z4_Commercial,18.1,58.78,0,21845.8,4,2,0,2,95,3,Z4_Commercial
2023-04-05,Z5_Airport,18.1,58.78,0,39111.3,4,2,0,2,95,4,Z5_Airport
2023-04-06,Z1_Downtown,20.18,64.46,0,19183.4,4,3,0,2,96,0,Z1_Downtown
2023-04-06,Z2_Industrial,20.18,64.46,0,46419.2,4,3,0,2,96,1,Z2_Industrial
2023-04-06,Z3_Residential,20.18,64.46,0,13822.6,4,3,0,2,96,2,Z3_Residential
2023-04-06,Z4_Commercial,20.18,64.46,0,23275.3,4,3,0,2,96,3,Z4_Commercial
2023-04-06,Z5_Airport,20.18,64.46,0,36292.7,4,3,0,2,96,4,Z5_Airport
2023-04-07,Z1_Downtown,18.71,56.22,0,19242.6,4,4,0,2,97,0,Z1_Downtown
2023-04-07,Z2_Industrial,18.71,56.22,0,47501.4,4,4,0,2,97,1,Z2_Industrial
2023-04-07,Z3_Residential,18.71,56.22,0,13129.7,4,4,0,2,97,2,Z3_Residential
2023-04-07,Z4_Commercial,18.71,56.22,0,22586.5,4,4,0,2,97,3,Z4_Commercial
2023-04-07,Z5_Airport,18.71,56.22,0,39668.7,4,4,0,2,97,4,Z5_Airport
2023-04-08,Z1_Downtown,18.7,62.05,0,16079.7,4,5,1,2,98,0,Z1_Downtown
2023-04-08,Z2_Industrial,18.7,62.05,0,38614.2,4,5,1,2,98,1,Z2_Industrial
2023-04-08,Z3_Residential,18.7,62.05,0,10834.0,4,5,1,2,98,2,Z3_Residential
2023-04-08,Z4_Commercial,18.7,62.05,0,19372.9,4,5,1,2,98,3,Z4_Commercial
2023-04-08,Z5_Airport,18.7,62.05,0,32424.6,4,5,1,2,98,4,Z5_Airport
2023-04-09,Z1_Downtown,24.25,67.33,1,19377.5,4,6,1,2,99,0,Z1_Downtown
2023-04-09,Z2_Industrial,24.25,67.33,1,42031.3,4,6,1,2,99,1,Z2_Industrial
2023-04-09,Z3_Residential,24.25,67.33,1,16263.3,4,6,1,2,99,2,Z3_Residential
2023-04-09,Z4_Commercial,24.25,67.33,1,24789.5,4,6,1,2,99,3,Z4_Commercial
2023-04-09,Z5_Airport,24.25,67.33,1,36700.2,4,6,1,2,99,4,Z5_Airport
2023-04-10,Z1_Downtown,16.81,49.93,0,18351.2,4,0,0,2,100,0,Z1_Downtown
2023-04-10,Z2_Industrial,16.81,49.93,0,42657.9,4,0,0,2,100,1,Z2_Industrial
2023-04-10,Z3_Residential,16.81,49.93,0,12188.2,4,0,0,2,100,2,Z3_Residential
2023-04-10,Z4_Commercial,16.81,49.93,0,22832.1,4,0,0,2,100,3,Z4_Commercial
2023-04-10,Z5_Airport,16.81,49.93,0,39265.9,4,0,0,2,100,4,Z5_Airport
2023-04-11,Z1_Downtown,22.32,60.01,0,18333.6,4,1,0,2,101,0,Z1_Downtown
2023-04-11,Z2_Industrial,22.32,60.01,0,45924.6,4,1,0,2,101,1,Z2_Industrial
2023-04-11,Z3_Residential,22.32,60.01,0,13801.4,4,1,0,2,101,2,Z3_Residential
2023-04-11,Z4_Commercial,22.32,60.01,0,23998.2,4,1,0,2,101,3,Z4_Commercial
2023-04-11,Z5_Airport,22.32,60.01,0,39620.2,4,1,0,2,101,4,Z5_Airport
2023-04-12,Z1_Downtown,19.04,49.5,0,18222.1,4,2,0,2,102,0,Z1_Downtown
2023-04-12,Z2_Industrial,19.04,49.5,0,44779.6,4,2,0,2,102,1,Z2_Industrial
2023-04-12,Z3_Residential,19.04,49.5,0,11960.0,4,2,0,2,102,2,Z3_Residential
2023-04-12,Z4_Commercial,19.04,49.5,0,22297.9,4,2,0,2,102,3,Z4_Commercial
2023-04-12,Z5_Airport,19.04,49.5,0,37470.0,4,2,0,2,102,4,Z5_Airport
2023-04-13,Z1_Downtown,17.74,61.71,0,18630.8,4,3,0,2,103,0,Z1_Downtown
2023-04-13,Z2_Industrial,17.74,61.71,0,45618.3,4,3,0,2,103,1,Z2_Industrial
2023-04-13,Z3_Residential,17.74,61.71,0,12577.6,4,3,0,2,103,2,Z3_Residential
2023-04-13,Z4_Commercial,17.74,61.71,0,22306.2,4,3,0,2,103,3,Z4_Commercial
2023-04-13,Z5_Airport,17.74,61.71,0,39827.5,4,3,0,2,103,4,Z5_Airport
2023-04-14,Z1_Downtown,16.33,42.04,0,17897.7,4,4,0,2,104,0,Z1_Downtown
2023-04-14,Z2_Industrial,16.33,42.04,0,44982.7,4,4,0,2,104,1,Z2_Industrial
2023-04-14,Z3_Residential,16.33,42.04,0,11654.9,4,4,0,2,104,2,Z3_Residential
2023-04-14,Z4_Commercial,16.33,42.04,0,22653.8,4,4,0,2,104,3,Z4_Commercial
2023-04-14,Z5_Airport,16.33,42.04,0,34917.1,4,4,0,2,104,4,Z5_Airport
2023-04-15,Z1_Downtown,21.19,71.23,1,18827.5,4,5,1,2,105,0,Z1_Downtown
2023-04-15,Z2_Industrial,21.19,71.23,1,40849.9,4,5,1,2,105,1,Z2_Industrial
2023-04-15,Z3_Residential,21.19,71.23,1,15715.5,4,5,1,2,105,2,Z3_Residential
2023-04-15,Z4_Commercial,21.19,71.23,1,25025.5,4,5,1,2,105,3,Z4_Commercial
2023-04-15,Z5_Airport,21.19,71.23,1,38405.5,4,5,1,2,105,4,Z5_Airport
2023-04-16,Z1_Downtown,25.71,55.82,0,16476.7,4,6,1,2,106,0,Z1_Downtown
2023-04-16,Z2_Industrial,25.71,55.82,0,41196.2,4,6,1,2,106,1,Z2_Industrial
2023-04-16,Z3_Residential,25.71,55.82,0,12173.2,4,6,1,2,106,2,Z3_Residential
2023-04-16,Z4_Commercial,25.71,55.82,0,20233.4,4,6,1,2,106,3,Z4_Commercial
2023-04-16,Z5_Airport,25.71,55.82,0,33189.2,4,6,1,2,106,4,Z5_Airport
2023-04-17,Z1_Downtown,29.92,65.09,0,20556.6,4,0,0,2,107,0,Z1_Downtown
2023-04-17,Z2_Industrial,29.92,65.09,0,45528.2,4,0,0,2,107,1,Z2_Industrial
2023-04-17,Z3_Residential,29.92,65.09,0,15413.7,4,0,0,2,107,2,Z3_Residential
2023-04-17,Z4_Commercial,29.92,65.09,0,25141.3,4,0,0,2,107,3,Z4_Commercial
2023-04-17,Z5_Airport,29.92,65.09,0,38857.5,4,0,0,2,107,4,Z5_Airport
2023-04-18,Z1_Downtown,21.4,58.16,0,18963.6,4,1,0,2,108,0,Z1_Downtown
2023-04-18,Z2_Industrial,21.4,58.16,0,42752.2,4,1,0,2,108,1,Z2_Industrial
2023-04-18,Z3_Residential,21.4,58.16,0,13572.3,4,1,0,2,108,2,Z3_Residential
2023-04-18,Z4_Commercial,21.4,58.16,0,22269.5,4,1,0,2,108,3,Z4_Commercial
2023-04-18,Z5_Airport,21.4,58.16,0,36648.1,4,1,0,2,108,4,Z5_Airport
